                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     45,                 1.0194,                 1.5121,                0.78032,                  1.121,                0.51401,                0.41935,                0.42172,                0.21223,                0.50341,                0.40555,                0.39698,                0.16556,                 1.6711,                 2.9827,                 1.6381,                 1.6366,               0.008548,               0.008548,               0.008548
                     46,                  1.019,                 1.5244,                0.78065,                  1.124,                0.51768,                0.42071,                0.42052,                0.21245,                0.49894,                0.40786,                0.39071,                0.16454,                 1.6733,                 2.9733,                 1.6343,                 1.6358,               0.008515,               0.008515,               0.008515
                     47,                 1.0182,                 1.5157,                0.78068,                 1.1236,                0.50785,                0.42041,                0.41925,                0.21035,                0.50458,                0.40256,                0.39476,                0.16557,                 1.6702,                  2.973,                 1.6227,                 1.6356,               0.008482,               0.008482,               0.008482
                     48,                 1.0211,                  1.522,                0.78171,                 1.1192,                0.53549,                0.40797,                0.42103,                0.21069,                0.50574,                0.38956,                0.39015,                0.16587,                 1.6713,                 2.9683,                 1.6264,                 1.6346,               0.008449,               0.008449,               0.008449
                     49,                 1.0186,                 1.5176,                0.77774,                 1.1202,                0.52553,                0.41761,                 0.4267,                0.21464,                0.52711,                0.39174,                0.40116,                0.16865,                 1.6721,                  2.961,                 1.6247,                 1.6359,               0.008416,               0.008416,               0.008416
                     50,                 1.0126,                 1.5056,                0.77464,                 1.1178,                0.53814,                0.41716,                0.42616,                0.21298,                 0.5348,                0.39564,                0.40326,                0.16816,                 1.6735,                 2.9778,                 1.6218,                 1.6392,               0.008383,               0.008383,               0.008383
                     51,                  1.017,                 1.5048,                0.77573,                 1.1204,                0.51174,                0.42823,                0.42866,                0.21551,                0.52578,                0.39951,                0.40466,                0.16985,                 1.6725,                 2.9696,                 1.6229,                 1.6351,                0.00835,                0.00835,                0.00835
                     52,                 1.0134,                 1.5073,                 0.7783,                 1.1189,                 0.5061,                 0.4347,                0.42603,                 0.2139,                0.51883,                 0.4076,                0.39997,                0.16933,                 1.6674,                 2.9636,                 1.6192,                 1.6284,               0.008317,               0.008317,               0.008317
                     53,                 1.0114,                 1.4967,                0.77109,                 1.1165,                 0.5287,                 0.4224,                0.42812,                0.21256,                0.50997,                 0.4085,                0.39811,                0.16694,                  1.669,                 2.9662,                 1.6183,                 1.6292,               0.008284,               0.008284,               0.008284
                     54,                 1.0138,                 1.5115,                0.77191,                 1.1182,                0.51217,                0.43551,                0.42427,                0.21352,                0.50803,                0.41868,                0.40328,                0.16924,                 1.6671,                  2.957,                 1.6195,                 1.6302,               0.008251,               0.008251,               0.008251
                     55,                 1.0107,                 1.4968,                0.77056,                 1.1164,                 0.5387,                0.43113,                0.42605,                0.21559,                0.53536,                0.40875,                0.40383,                0.17078,                 1.6689,                 2.9556,                 1.6112,                 1.6305,               0.008218,               0.008218,               0.008218
                     56,                  1.011,                 1.4969,                0.76888,                 1.1138,                0.52385,                0.43536,                 0.4287,                0.21436,                0.53159,                0.40264,                 0.4027,                0.16955,                 1.6682,                 2.9629,                 1.6129,                  1.631,               0.008185,               0.008185,               0.008185
