                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     88,                0.94571,                 1.3677,                0.70699,                  1.086,                0.59088,                0.43081,                0.45762,                0.23018,                0.57818,                 0.4158,                0.42775,                0.18069,                 1.6547,                 2.9371,                 1.5604,                 1.6232,               0.001387,               0.001387,               0.001387
                     89,                0.94405,                 1.3656,                0.70287,                 1.0848,                0.57968,                0.43657,                0.45792,                0.23022,                0.56972,                0.41652,                0.42746,                0.18103,                 1.6548,                 2.9375,                 1.5606,                  1.623,               0.001288,               0.001288,               0.001288
                     90,                0.94496,                 1.3643,                0.70244,                 1.0836,                0.58163,                0.43618,                0.45779,                0.23042,                0.57124,                0.41729,                0.42792,                0.18091,                 1.6559,                  2.937,                 1.5604,                 1.6235,               0.001189,               0.001189,               0.001189
                     91,                 1.5981,                 2.8051,                 1.5194,                 1.5624,                0.57047,                0.44477,                0.46469,                0.23636,                0.57333,                0.42347,                0.43389,                0.18632,                 1.6389,                 2.8847,                 1.5509,                 1.5938,                0.00109,                0.00109,                0.00109
                     92,                 1.5589,                 2.7215,                 1.4803,                 1.5158,                0.56159,                0.45452,                0.46987,                0.24137,                0.54902,                0.43409,                0.44042,                0.19134,                 1.6226,                 2.8384,                 1.5453,                  1.562,               0.000991,               0.000991,               0.000991
                     93,                 1.5422,                 2.6982,                 1.4533,                 1.5046,                0.56271,                0.45501,                0.47498,                0.24474,                0.54799,                 0.4327,                0.44445,                0.19261,                 1.6084,                 2.8098,                 1.5414,                 1.5418,               0.000892,               0.000892,               0.000892
                     94,                 1.5289,                 2.6753,                 1.4421,                 1.4958,                 0.5941,                 0.4509,                0.47926,                0.24832,                0.57973,                0.43548,                0.44956,                 0.1954,                 1.5983,                 2.7891,                 1.5411,                 1.5286,               0.000793,               0.000793,               0.000793
                     95,                 1.5228,                 2.6684,                 1.4228,                 1.4919,                0.59466,                0.44939,                0.48096,                0.25041,                0.58211,                0.43274,                0.45164,                0.19716,                  1.591,                  2.776,                 1.5399,                 1.5198,               0.000694,               0.000694,               0.000694
                     96,                 1.5142,                 2.6482,                 1.4149,                 1.4818,                0.61139,                0.44119,                0.48189,                0.25074,                0.59331,                0.42817,                 0.4518,                0.19815,                 1.5858,                 2.7658,                 1.5389,                 1.5133,               0.000595,               0.000595,               0.000595
                     97,                 1.5007,                 2.6345,                 1.4004,                 1.4775,                0.60849,                 0.4416,                 0.4822,                 0.2526,                0.59581,                0.42821,                0.45404,                0.19917,                 1.5814,                 2.7595,                 1.5388,                 1.5085,               0.000496,               0.000496,               0.000496
                     98,                 1.5041,                 2.6415,                 1.3982,                 1.4723,                0.61664,                0.44226,                0.48265,                0.25346,                0.59902,                0.42907,                0.45493,                0.20013,                 1.5796,                 2.7535,                 1.5403,                 1.5056,               0.000397,               0.000397,               0.000397
                     99,                 1.4985,                 2.6214,                 1.3815,                 1.4651,                0.61082,                0.44513,                0.48294,                0.25311,                0.59828,                0.43245,                0.45599,                0.20004,                 1.5783,                 2.7508,                  1.541,                 1.5038,               0.000298,               0.000298,               0.000298
                    100,                 1.4979,                 2.6242,                 1.3833,                 1.4657,                0.60347,                0.44642,                0.48202,                0.25352,                0.59351,                0.43172,                  0.456,                0.20029,                 1.5771,                 2.7475,                 1.5418,                 1.5023,               0.000199,               0.000199,               0.000199
